word,f_ev,f_mv,s_prop
toffee,43,12,1
toga,61,6,1
toilet,1726,256,0
toiletartikel,0,10,0
toiletruimte,2,1,1
toilettafel,11,1,1
tolbaas,0,1,0
tolk,140,8,0
tolkantoor,0,1,0
tollenaar,4,4,1
tolvlucht,1,1,0
tolweg,21,1,0
tomaat,130,254,0
tomahawk,17,3,1
tombola,10,1,1
tompoes,0,1,0
ton,589,70,0
toneelclub,10,1,1
toneelcriticus,0,1,0
toneelknecht,8,7,0
toneelopvoering,0,1,0
toneelrepetitie,2,2,1
toneelschrijver,27,4,1
toneelspel,41,1,0
toneelspeler,29,18,1
toneelstuk,414,60,0
toneeluitvoering,0,1,0
tongzoen,18,24,0
tonijn,219,4,0
tonsil,0,1,0
toom,2,2,0
toon,790,49,0
toonaard,6,2,0
toonbank,102,1,0
toonbeeld,49,1,0
toonbrood,0,1,0
toonhoogte,19,1,0
toonkamer,2,1,1
toonladder,7,10,1
toontje,58,1,1
toorts,46,14,0
toost,244,1,1
top,1396,30,0
topaas,5,1,0
topatleet,4,3,0
topconferentie,18,1,1
topfiguur,0,1,0
topfunctionaris,2,1,0
tophit,1,1,1
topjaar,0,1,0
topje,169,25,1
topman,32,9,0
topper,103,28,1
toppositie,4,1,1
topprestatie,2,1,1
topscorer,10,2,1
topspeler,10,7,1
tor,17,16,0
toren,816,111,1
torenflat,7,2,1
torenspits,9,2,0
torenvalk,1,1,0
tornado,124,47,1
tornooi,38,1,0
torpedo,115,137,1
torpedoboot,8,8,0
torpedobootjager,1,1,1
torpedojager,26,12,1
torso,16,2,1
tortel,1,2,1
tortelduif,4,3,0
tortilla,19,15,1
tosti,26,8,1
totaal,145,6,0
totem,39,8,1
totempaal,6,4,0
tour,116,3,1
touringcar,4,1,1
tournee,262,15,1
tourniquet,19,1,1
touw,1148,256,0
touwladder,5,1,1
touwtje,87,214,1
tovenaar,835,139,1
tovenaarsleerling,10,1,0
toverbal,11,5,0
toverfluit,3,1,0
toverformule,15,1,1
toverkunst,32,13,0
tovermiddel,2,2,0
toverspiegel,10,3,1
toverspreuk,53,30,0
toverstokje,15,5,1
tovertapijt,1,1,0
toverwoord,31,9,0
toxicoloog,4,1,0
traan,115,881,0
traanbuis,2,3,0
track,20,7,1
traditie,638,147,1
traditionalist,3,1,0
tragedie,419,36,1
trailer,166,11,1
trainee,5,1,1
trainer,356,48,1
trainingscentrum,5,1,0
trainingsmethode,1,3,1
trainingsmogelijkheid,0,1,0
trainingspak,12,5,0
trainingsperiode,1,1,1
traiteur,13,1,1
traject,47,4,0
traktatie,42,4,1
tralie,1,312,1
tram,79,8,1
tramlijn,4,1,0
trammelant,24,1,0
tramp,6,2,1
trampoline,32,3,1
tramrail,0,1,1
trance,108,1,1
tranquilizer,1,3,1
tranquillizer,5,7,1
transactie,166,90,1
transcript,8,3,0
transcriptie,16,6,1
transfer,45,9,1
transformatie,86,9,1
transfusie,28,4,1
transistor,16,11,1
transmissie,114,16,1
transplantaat,0,1,0
transplantatie,83,17,1
transponder,33,6,1
transport,370,29,0
transporteur,19,2,1
transportmechanisme,1,1,0
transportmiddel,8,2,0
transportmogelijkheid,0,1,0
transportschip,16,4,0
transportvliegtuig,11,3,0
transportwagen,1,1,1
transseksueel,20,11,0
trap,2083,362,0
trapeze,31,2,1
trapleuning,9,1,0
trappenhuis,80,6,0
trapper,19,5,1
trappist,3,1,0
trapportaal,2,1,0
traptrede,5,4,0
trauma,226,27,1
travestiet,102,38,0
trawant,1,14,0
trawler,10,2,1
tred,25,21,0
tree,19,1,1
treffer,51,24,1
trefpunt,17,1,0
trefwoord,3,2,0
trein,3194,277,0
treinkaartje,28,10,1
treinrail,1,5,1
treinreis,18,2,0
treinstel,4,4,0
treiteraar,0,1,1
treiterij,2,1,0
trek,695,21,0
trekdier,1,1,0
trekker,634,20,1
trekos,0,1,0
trekpaard,5,1,0
trekpleister,8,3,1
trekroute,3,1,1
trekschuit,4,1,0
trektocht,26,15,0
trekvogel,1,13,1
trend,58,8,1
trendsetter,5,2,1
tres,0,1,0
treurspel,3,1,0
treurwilg,3,2,0
tribunaal,100,6,0
tribune,107,33,1
tribuun,58,10,0
tribuut,2,1,0
triljoen,0,4,0
trilling,45,66,0
trimester,33,2,1
trimschoen,0,3,0
trio,78,4,1
triomf,149,20,0
triomfboog,2,1,0
triptiek,1,1,0
trireem,4,2,0
triton,7,2,1
trivialiteit,0,3,0
troef,78,35,0
troefkaart,23,1,0
troep,1768,1103,0
troepenbeweging,3,9,0
troepenschip,0,3,0
troepentransport,2,3,0
troetel,3,1,1
troeteldier,4,1,0
troetelnaam,4,1,0
troglodiet,2,1,0
trol,75,105,0
trolley,2,1,1
trom,22,5,0
trombone,41,5,1
trombose,7,1,1
trommel,78,45,1
trommelaar,7,4,1
trommelvlies,17,12,0
trompet,117,28,0
trompetblazer,1,1,1
trompetbloem,0,1,0
trompetter,11,3,1
tronie,10,3,1
troon,528,8,0
troonopvolger,80,8,1
troonsafstand,4,1,0
troost,472,1,1
troostprijs,27,2,0
tropenhelm,2,1,0
tros,14,32,0
trots,627,1,0
trottoir,55,6,1
troubadour,8,2,1
trouw,1101,3,0
trouwdag,360,1,0
trouwer,5,1,1
trouwerij,218,22,0
trouwfeest,38,1,0
trouwfoto,18,11,1
trouwjurk,102,4,0
trouwkaart,2,3,0
trouwpak,4,1,0
trouwpartij,64,20,0
trouwring,219,22,0
truck,1502,168,1
trucker,51,37,1
truffel,11,37,1
trui,503,59,0
trust,0,1,1
trustmaatschappij,0,1,0
trut,1753,52,0
truttigheid,0,2,0
try-out,9,7,1
tsaar,70,7,0
tuba,38,7,1
tube,39,9,1
tuberoos,0,2,0
tuchthuis,16,3,0
tuchtmaatregel,1,1,0
tuchtraad,13,2,0
tuchtschool,21,2,0
tuig,616,8,0
tuimelaar,9,10,1
tuimeling,2,1,0
tuin,1601,92,0
tuinboon,0,3,0
tuinbroek,4,1,0
tuincentrum,15,1,0
tuinder,3,2,1
tuindeur,5,1,0
tuinfeest,23,2,0
tuingereedschap,5,1,0
tuinhuisje,14,1,1
tuinier,24,8,1
tuinkabouter,12,3,1
tuinman,253,19,0
tuinpad,4,1,0
tuinslang,33,3,0
tuinsproeier,2,2,1
tuinstoel,8,7,0
tuinzaad,0,1,0
tuit,8,34,0
tukje,42,1,1
tulband,35,6,0
tulp,9,33,0
tuniek,13,1,0
tunnel,1055,303,1
turbine,19,21,1
turbo,95,3,1
turbulentie,109,1,1
turf,18,1,0
turfschuit,0,1,0
turkoois,14,2,0
turner,22,2,1
turnster,11,6,1
tussendeur,8,1,0
tussendoortje,29,4,1
tussenlaag,0,1,0
tussenpersoon,133,18,0
tussenpoos,2,18,0
tussenruimte,8,1,1
tussenschot,5,1,0
tussenstand,7,3,0
tussenstation,11,3,1
tussenvoeging,1,1,0
tussenweg,14,1,0
tut,44,3,0
tuttebel,5,1,0
twee,24,22,0
tweedekker,4,1,1
tweeling,691,147,0
tweelingbroer,95,10,1
tweepersoonsbed,18,3,0
tweepersoonskamer,5,1,1
tweetal,19,11,0
tweeter,1,1,1
tweewieler,2,1,1
twijfel,968,379,1
twijfelaar,7,10,1
twijfelgeval,2,3,0
twijg,13,12,0
twintiger,0,6,1
twintigje,19,18,1
twintigtal,7,1,0
twister,5,2,1
twistgesprek,1,2,0
tyfusbacil,0,1,0
tyfuslijder,1,1,1
typefout,8,7,0
typemachine,94,14,1
typist,4,1,0
typiste,29,3,1
typo,0,1,1
tégenstrever,0,1,1
tête-à-tête,4,1,1
uier,3,17,1
uil,102,47,0
uilskuiken,4,26,1
uitje,121,38,1
uitbarsting,110,34,0
uitbater,13,4,1
uitbetaling,14,7,0
uitblinker,11,2,1
uitbreiding,69,3,0
uitbreidingsplan,0,2,0
uitbuiter,10,8,1
uitdager,63,9,1
uitdaging,667,97,0
uitdraai,33,4,0
uitdrijver,5,1,1
uitdrijving,60,7,0
uitdrukking,375,28,0
uitdrukkingsvaardigheid,0,1,0
uiteenzetting,14,3,0
uiteinde,71,37,0
uiterlijkheid,0,9,0
uiterste,0,13,0
uitgaansgelegenheid,0,1,0
uitgangspositie,5,1,1
uitgangspunt,34,1,0
uitgestrektheid,4,1,0
uitgever,333,52,1
uitgeverij,63,10,0
uitglijder,2,1,1
uitgraving,1,3,0
uithangbord,28,3,0
uithoek,67,26,0
uitholling,5,5,0
uiting,76,12,0
uitkering,116,9,0
uitkijk,270,1,0
uitkijker,0,1,1
uitkijkpost,26,15,0
uitkijktoren,0,2,1
uitkomst,140,18,0
uitlaat,93,1,0
uitlaatgas,3,32,0
uitlaatklep,28,2,0
uitlaatpijp,4,1,0
uitlating,3,18,0
uitleveringsverdrag,6,2,0
uitleveringsverzoek,1,1,0
uitloper,4,4,1
uitnodiging,769,125,0
uitputtingsverschijnsel,0,2,0
uitreiking,73,2,0
uitreisvisum,9,3,0
uitroep,12,2,0
uitroepteken,21,2,1
uitrusting,353,13,0
uitscheiding,4,1,0
uitschieter,1,2,1
uitslag,524,88,0
uitslover,70,11,1
uitsmijter,70,18,1
uitspatting,13,28,0
uitspraak,398,98,0
uitstalkast,1,3,0
uitstalraam,5,1,0
uitstap,40,27,0
uitstapje,138,39,1
uitsteeksel,2,7,1
uitsteller,3,1,1
uitstelling,0,3,0
uitstorting,1,1,0
uitstulping,3,2,0
uittreding,1,1,0
uittreksel,12,8,1
uitvaart,52,5,0
uitvaartdienst,4,1,0
uitvaller,0,4,1
uitvalsweg,3,2,0
uitvergroting,1,1,0
uitverkoop,168,2,0
uitverkorene,100,51,0
uitvinder,135,26,1
uitvinding,224,81,0
uitvlucht,37,56,0
uitvoerder,17,13,1
uitvoering,169,5,0
uitvreter,13,4,1
uitwas,1,8,0
uitwedstrijd,7,3,0
uitweg,708,5,0
uitwerking,56,2,0
uitwerpsel,2,66,0
uitwijkmanoeuvre,0,4,1
uitwijzing,1,1,0
uitwisseling,78,3,0
uitwisselingsprogramma,6,1,1
uitzaaiing,4,5,0
uitzendbureau,30,4,1
uitzending,380,37,0
uitzendkracht,17,2,0
uitzet,12,11,0
uitzetting,35,9,0
uitzicht,840,9,0
uitzondering,377,148,0
uitzonderlijkheid,0,1,0
uitzuiger,4,3,1
uk,3,2,0
ukelele,0,1,1
ukkepuk,3,1,0
ultimatum,61,9,1
umlaut,3,1,1
unionist,0,2,0
unit,31,64,1
universiteit,1628,96,0
universiteitsfonds,0,1,0
universiteitsstudent,2,2,0
universum,642,10,1
up,4,29,1
uppercut,19,1,1
ure,0,1732,0
urgentie,10,1,1
urinoir,14,7,1
urn,52,6,0
uroloog,13,2,0
utopie,8,1,0
uur,15248,10,1
uurtje,480,189,1
uurrooster,3,1,1
uurtarief,1,1,0
uurwerk,42,10,0
uzi,16,14,1
v,180,4,1
vaagheid,7,3,0
vaak,0,1,0
vaandel,40,21,1
vaandeldrager,1,1,1
vaantje,0,15,1
vaardigheid,145,311,0
vaarroute,2,7,1
vaars,0,2,0
vaartuig,67,13,0
vaarweg,0,1,0
vaas,199,27,0
vaatje,26,6,1
vaatwasser,53,1,1
vaatziekte,2,3,0
vacature,96,21,1
vacatuur,0,1,0
vaccin,221,31,1
vaccinatie,18,14,1
vaccine,2,3,1
vacht,144,26,0
vacuümbuis,1,1,0
vacuümpomp,1,2,0
vadem,31,5,1
vader,34593,391,1
vaderfiguur,26,6,0
vaderlander,1,1,1
vadermoordenaar,0,1,1
vagebond,21,2,0
vagina,279,19,1
vak,955,64,0
vakantie,2435,77,1
vakantiebestemming,2,2,0
vakantiedag,5,19,0
vakantiefoto,0,4,1
vakantieganger,2,9,1
vakantiehuis,21,5,0
vakantiekamp,11,1,0
vakantiemaand,0,1,0
vakantieoord,39,4,0
vakblad,5,4,0
vakbondsactie,0,1,1
vakbondsleider,17,6,1
vakbondsvergadering,3,1,0
vakbondszaak,0,1,0
vakbroeder,0,1,1
vakgebied,55,5,0
vakgenote,0,3,0
vakidioot,1,1,0
vakopleiding,3,1,0
vakterm,4,5,0
vakvereniging,1,1,0
val,2201,23,0
valhek,4,1,0
valies,8,14,0
valk,61,10,0
valkenier,4,1,1
valkuil,24,16,0
vallei,462,33,0
valluik,21,3,0
valpartij,8,2,0
valsaard,6,1,1
valscherm,1,1,0
valsemunter,3,4,1
valserik,5,1,0
valsheid,15,1,0
valstrik,353,42,0
valuta,49,5,1
valwind,1,1,0
vandaal,10,67,0
vandalisme,84,1,0
vang,189,136,0
vangbal,27,1,0
vanger,25,3,1
vangnet,33,1,0
vangrail,14,1,1
vangst,168,8,0
variabele,10,45,0
variant,52,10,0
variatie,61,55,1
variëteit,8,4,0
varken,1002,494,1
varkensblaas,1,1,0
varkensdarm,0,4,0
varkenskarbonade,2,1,1
varkenskop,25,4,0
varkenskot,7,1,0
varkenskotelet,2,1,0
varkenslapje,5,4,1
varkenspoot,7,7,0
varkensslachter,3,1,1
varkenssnuit,3,2,0
varkensstaart,3,1,0
varkensstal,29,1,0
varkenstrog,1,1,0
vastgoed,40,1,0
vaststelling,16,5,0
vat,439,185,0
vazal,18,10,0
vechter,209,101,1
vechtersbaas,28,13,0
vechthaan,2,2,0
vechtjas,24,4,0
vechtmachine,18,2,1
vechtpartij,67,23,0
vechtsport,21,18,0
vechtstijl,6,1,0
vechttechniek,2,5,0
vector,34,4,0
vedette,11,3,0
veearts,44,3,0
veeboer,7,8,0
veefokker,1,1,1
veeg,21,17,0
veehoeder,0,3,1
veehouder,4,9,1
veehouderij,3,1,0
veel,178,1,0
veelheid,8,1,0
veelvoud,13,3,0
veelvraat,25,6,0
veemarkt,12,1,0
veenbes,0,9,0
veer,126,315,0
veerboot,117,7,0
veerdienst,0,1,0
veertig,1,2,0
veertiger,11,3,1
veestapel,11,1,1
veewagen,0,3,1
veewagon,1,1,1
veger,10,3,1
vegetariër,159,28,1
vegetatie,25,1,1
veiligheid,1919,1,0
veiligheidsagent,32,24,0
veiligheidsaspect,3,2,0
veiligheidsbeambte,10,7,0
veiligheidsbril,8,2,0
veiligheidscode,9,10,1
veiligheidscontrole,9,1,1
veiligheidsdienst,143,16,0
veiligheidsgordel,39,27,1
veiligheidsinstallatie,0,1,1
veiligheidsmarge,2,1,1
veiligheidsnorm,0,3,0
veiligheidsoverweging,1,9,0
veiligheidsprobleem,7,5,0
veiligheidsreden,0,38,0
veiligheidsregel,1,9,1
veiligheidsriem,14,11,0
veiligheidsrisico,15,6,1
veiligheidsslot,3,3,0
veiligheidsspeld,10,5,0
veiligheidssysteem,31,6,0
veiligheidstroep,0,8,0
veiligheidsvoorschrift,4,13,0
veiligheidsvoorziening,1,1,0
veiligheidswet,0,1,0
veiligheidszaak,1,3,0
veiling,228,16,0
veilinghuis,14,1,0
veilingmeester,12,1,1
veld,689,228,0
veldbed,19,3,0
veldbloem,0,6,0
veldfles,49,13,0
veldheer,12,2,0
veldhospitaal,17,1,0
veldmuis,3,5,0
veldoefening,0,2,0
veldprediker,0,1,1
veldslag,116,60,0
veldspeler,1,2,1
veldsport,0,1,0
veldtelefoon,4,1,1
veldtheorie,2,1,0
veldtocht,26,6,0
veldwachter,2,2,1
velg,11,53,0
vena,0,2,0
vendetta,42,2,1
vennoot,105,28,0
vennootschap,20,2,0
venster,150,45,1
vensterbank,43,3,0
vensterluik,0,1,0
vent,8303,18,0
ventje,380,16,1
venter,10,4,1
ventiel,21,10,0
ventilatiesysteem,20,3,0
venusschelp,0,2,0
veranda,253,6,1
verandering,1029,464,0
verantwoordelijke,0,7,0
verantwoordelijkheid,1230,220,0
verassing,187,44,0
verbaal,0,5,0
verband,1105,41,0
verbanddoos,32,2,0
verbeelding,429,2,0
verbeteraar,0,1,1
verbetering,166,57,0
verbinding,736,104,0
verbindingsgang,2,1,0
verbindingsofficier,26,1,0
verbindingsweg,4,1,0
verbintenis,177,13,0
verblijf,481,2,0
verblijfplaats,124,10,0
verblijfsvergunning,47,1,0
verbloeming,0,1,0
verbod,78,35,0
verbond,285,1,0
verborgenheid,1,1,0
verbouwing,51,14,0
verbranding,50,12,0
verbrandingsoven,22,1,1
verdachte,1182,3,1
verdachtmaking,7,9,0
verdamper,2,2,1
verdediger,122,60,1
verdediging,1008,9,0
verdedigingslinie,22,3,1
verdedigingsmiddel,1,6,0
verdedigingstechniek,1,1,0
verdedigingswapen,0,2,1
verdedigingswerk,0,5,0
verdeeldheid,37,1,0
verdeling,69,3,0
verdenking,126,49,0
verderf,104,3,1
verdienste,76,52,0
verdieping,1190,264,0
verdonkering,0,1,0
verdoolde,0,1,0
verdorvenheid,44,2,0
verdoving,198,2,0
verdovingsmiddel,19,6,0
verdraaiing,7,1,0
verdrag,303,172,0
verdrinking,55,2,0
verduisteraar,4,2,1
verduistering,85,5,0
verdunner,0,1,1
verdunning,1,1,0
verdwijning,314,41,0
verdwijntruc,16,1,1
vereerder,0,1,1
vereiste,27,14,0
vereniging,130,15,0
verergering,0,1,0
verfbom,2,5,0
verfijning,16,1,0
verfkwast,1,1,0
verflaag,2,1,0
verfpot,1,2,0
verfraaiing,2,3,0
verfrest,0,1,0
verfrissing,16,17,0
verfspuit,1,1,0
vergadering,1397,109,0
vergadertafel,8,1,1
vergaderzaal,64,2,0
vergelding,119,3,0
vergeldingsactie,14,1,1
vergeldingsmaatregel,0,2,0
vergelijking,221,55,0
vergezicht,2,4,0
vergif,346,2,0
vergift,2,3,0
vergiftigingsverschijnsel,0,1,0
vergissing,1473,89,0
vergoeding,99,8,0
vergrijp,78,39,0
vergroeiing,4,2,0
vergrootglas,33,3,0
vergroting,30,7,0
vergunning,514,57,0
verhaal,8860,1879,0
verhandeling,26,7,0
verhanging,4,1,0
verheffing,5,1,0
verhoging,75,1,0
verhoor,326,100,0
verhoorder,2,1,1
verhoorkamer,57,2,1
verhouding,584,75,0
verhuiskaart,0,1,0
verhuiswagen,10,1,1
verhuizer,10,49,1
verhuizing,108,6,0
verhuring,0,1,0
verificatie,16,1,1
verjaardag,2253,100,0
verjaardagscadeau,85,3,1
verjaardagsgeschenk,14,1,0
verjaarswens,0,1,0
verkalking,2,2,0
verkeersagent,13,2,0
verkeersbord,6,15,0
verkeersdrempel,7,3,1
verkeersleider,6,2,1
verkeerslicht,20,24,0
verkeersongeluk,26,3,0
verkeersongeval,13,3,0
verkeersprobleem,2,1,0
verkeersregel,2,8,1
verkeersregeling,2,1,0
verkeersslachtoffer,3,3,1
verkeerssysteem,1,1,0
verkeersvliegtuig,3,1,0
verkenner,105,119,1
verkenning,130,4,0
verkenningstocht,13,2,0
verkenningstoestel,3,1,0
verkenningsvliegtuig,14,4,0
verkenningsvlucht,9,4,0
verkiezing,286,448,0
verkiezingscampagne,16,4,1
verkiezingscijfer,0,1,1
verkiezingsresultaat,0,1,0
verkiezingstoespraak,2,1,0
verkiezingsuitslag,5,1,0
verklaring,2141,288,0
verkleedpartij,17,7,0
verklikker,211,41,1
verkondiging,4,1,0
verkoop,677,10,0
verkoopleider,2,1,1
verkooppraatje,28,16,1
verkooppunt,6,1,0
verkoopster,65,5,1
verkooptechniek,1,4,0
verkoper,413,88,1
verkoping,9,1,0
verkoudheid,130,8,0
verkrachter,186,96,1
verkrachting,572,47,0
verkwister,8,2,1
verlaat,0,5,0
verlamming,51,2,0
verlammingsverschijnsel,0,1,0
verlangen,530,157,1
verlanglijst,5,1,0
verleden,2495,1,1
verleider,27,2,1
verleiding,327,46,0
verleidingskunst,0,1,0
verleidster,30,4,1
verlenging,59,4,0
verlengsnoer,14,3,0
verlengstuk,18,1,0
verliefdheid,86,1,0
verlies,1291,121,0
verliezer,286,168,1
verlof,481,14,0
verlofdag,3,2,0
verlokking,4,5,0
verloofde,485,10,1
verlosser,109,6,1
verlostang,5,1,0
verloving,219,4,0
verlovingsring,87,4,0
vermaning,7,4,0
vermelding,60,11,0
vermindering,29,1,0
verminking,50,30,0
vermiste,0,61,0
vermogen,644,59,1
vermomming,167,38,0
vernauwing,11,2,0
vernedering,220,15,0
vernieler,2,1,1
vernieling,109,22,0
vernieuwer,9,4,1
vernieuwing,26,3,0
veronderstelling,83,50,0
verontreiniging,16,2,0
verontschuldiging,155,254,0
veroordeling,206,96,0
veroorzaker,3,1,1
verordening,26,5,0
veroveraar,49,16,1
verovering,73,43,0
verpakking,101,11,0
verplaatsing,29,2,0
verpleeghuis,35,1,0
verpleegkundige,24,4,0
verpleegster,683,142,1
verpleegtehuis,13,2,0
verpleger,117,56,1
verplichting,157,254,0
verraadster,45,1,1
verrader,923,271,1
verrassing,2660,399,0
verrassingsaanval,34,1,0
verrekijker,121,9,1
verrichting,2,8,0
verrukking,39,4,0
vers,131,35,0
verscheidenheid,34,1,0
verscheping,11,2,0
verschijning,147,36,0
verschijningsvorm,2,1,0
verschijnsel,56,48,0
verschil,2365,215,0
verschoppeling,11,13,0
verschrikking,73,47,0
verschuiving,25,5,0
versie,556,47,1
versierder,61,11,1
versiering,51,51,0
verslaafde,91,76,0
verslag,1055,461,0
verslaggeefster,53,1,1
verslaggever,216,81,1
verslaggeving,17,1,0
verslaving,177,21,0
versmaat,0,1,0
versnapering,7,13,0
versneller,26,4,1
versnelling,131,31,0
versnellingsbak,32,2,0
versperring,37,16,0
verspiller,3,1,1
verspilling,223,1,0
verspreking,17,6,0
versregel,2,2,1
verstandshuwelijk,5,1,0
verstandskies,6,2,0
verstekeling,39,17,0
versterker,42,13,1
versterking,654,114,0
versteviging,2,1,0
verstoorder,1,2,1
verstopping,23,7,0
verstoring,53,15,0
verstoteling,4,7,0
verstotene,6,3,0
verstraler,0,2,1
verstrekking,4,1,0
verstrengeling,6,1,0
verstuiking,3,1,0
vertakking,5,17,0
vertaler,104,15,1
vertaling,613,16,0
verte,118,6,0
vertegenwoordiger,231,63,1
vertegenwoordiging,28,1,0
vertegenwoordigster,10,1,1
verteller,51,3,1
vertelling,3,4,0
verticaal,0,1,0
vertolker,6,1,1
vertolking,20,3,0
vertoning,175,15,0
vertraging,275,34,0
vertrek,1347,24,0
vertrekuur,0,1,0
vertrouweling,48,20,0
vertrouwenskwestie,2,1,1
vertrouwenspersoon,5,1,0
verval,90,3,0
vervaldatum,5,1,1
vervalser,43,12,1
vervalsing,104,41,0
vervanger,252,49,1
vervanging,91,5,0
verver,0,7,1
vervloeking,29,13,0
vervoer,375,1,1
vervoerder,4,1,1
vervoering,42,1,0
vervoermiddel,34,1,0
vervoersprobleem,0,1,0
vervolger,2,2,1
vervolging,85,9,0
vervolgverhaal,6,1,0
vervorming,19,2,0
vervuiler,3,2,1
verwachting,259,295,0
verwant,25,66,0
verwarmingsbuis,4,3,0
verwarmingselement,0,1,0
verwarmingsketel,4,2,1
verwarmingsmonteur,3,1,1
verwarring,377,5,0
verwensing,0,6,0
verwezenlijking,19,5,0
verwijdering,35,2,0
verwijt,90,51,0
verwijzing,41,26,0
verwikkeling,2,27,0
verwoesting,96,12,0
verwonding,97,314,0
verworpeling,0,1,0
verworvenheid,1,4,0
verzamelaar,89,65,1
verzameling,244,8,0
verzamelobject,12,4,0
verzamelplaats,26,1,0
verzekeraar,24,25,1
verzekering,738,102,0
verzekeringsagent,43,1,0
verzekeringsmaatschappij,60,22,0
verzekeringspolis,34,3,0
verzekeringspremie,7,2,1
verzending,30,5,0
verzendlijst,6,1,0
verzet,892,2,1
verzetje,64,6,1
verzetsbeweging,15,2,0
verzetsgroep,7,2,0
verzetshaard,1,4,0
verzetsstrijder,7,10,1
verzoek,900,104,0
verzoeking,27,2,0
verzoeknummer,8,8,1
verzoekschrift,8,1,0
verzoener,1,2,1
verzoening,75,2,0
verzorger,39,7,1
verzorgingstehuis,29,1,0
verzuchting,0,2,0
verzuim,7,1,0
vesper,7,5,1
vest,346,50,0
vestiging,20,8,0
vesting,70,4,0
vestingmuur,1,1,0
vestingwerk,1,2,0
vet,418,37,0
vete,47,9,1
veter,53,126,1
veteraan,127,119,0
veterschoen,0,1,0
vetklier,1,2,0
vetkrijtje,0,2,1
vetkuif,5,1,0
veto,17,4,1
vetplant,0,1,0
vetrol,1,5,0
vetvlek,13,2,0
vetzak,194,12,0
vetzuur,2,10,0
veulen,52,7,1
vezel,38,114,1
viaduct,35,5,0
vibratie,41,75,1
vibrato,1,1,1
vibrator,46,3,1
vice-president,230,1,0
vice-voorzitter,21,1,1
vide,2,6,1
video,1176,186,1
videoband,175,63,0
videobeeld,2,51,0
videocamera,70,18,1
videocassette,3,4,1
videoclip,29,15,1
videofilm,8,5,1
videogame,3,8,1
videorecorder,58,9,1
videospel,38,12,0
videotape,26,5,1
vier,33,7,0
viering,90,8,0
vierkantswortel,9,1,1
viervoet,0,1,0
viervoeter,22,9,1
viespeuk,93,15,0
viezerik,206,37,0
vijandelijkheid,12,15,0
vijandigheid,73,5,0
vijf,36,25,0
vijfje,28,7,1
vijfjarenplan,4,1,0
vijfkamp,2,1,0
vijftal,7,1,0
vijftiger,3,6,1
vijg,8,40,0
vijgeboom,1,1,0
vijver,188,15,1
viking,79,40,0
vilder,9,2,1
villa,288,26,1
villawijk,7,2,0
viltje,4,4,1
viltstift,13,4,0
vin,41,3,0
vinaigrette,13,1,1
vinder,36,3,1
vinding,10,2,0
vindplaats,11,4,0
vingerafdruk,191,956,0
vingerhoed,4,3,0
vingerkommetje,0,1,1
vingerkootje,0,2,1
vingertop,8,43,0
vink,17,4,0
violatie,0,1,1
violist,39,1,0
viool,188,40,0
vioolkist,1,1,0
viooltje,19,38,1
vip,21,2,1
viroloog,6,1,0
virtuoze,0,1,0
virus,1264,67,0
vis,2176,1118,0
visagist,8,2,0
viseter,0,1,1
visgrond,0,3,0
vishaak,10,8,0
vishandelaar,4,1,1
visie,360,12,1
visioen,381,273,0
visionair,0,2,0
visitatie,4,2,1
visite,130,9,1
visitekaartje,115,23,1
visliefhebber,3,1,1
vislijn,17,3,0
vismarkt,0,1,0
visnet,11,8,0
visschotel,4,2,1
visser,182,119,1
vissersboot,58,13,0
vissersschip,0,1,0
visstick,4,21,1
visvergunning,2,3,0
visvijver,10,2,1
visvrouw,1,1,0
viswater,5,1,1
viswijf,12,1,0
vitaminetablet,0,1,0
vitrine,34,6,1
vizier,258,3,0
vlaag,49,30,0
vlaai,8,5,0
vlag,773,105,0
vlak,125,38,0
vlam,347,320,0
vlammetje,16,1,1
vlammenwerper,52,24,1
vlecht,25,52,0
vleermuis,135,123,0
vlees,2680,1,0
vleeseter,21,26,1
vleesgerecht,0,1,0
vleeshaak,7,4,0
vleeskleur,1,1,0
vleesklomp,4,3,0
vleesmes,17,3,0
vleespin,0,2,0
vleespot,0,1,0
vleeswond,42,2,0
vlegel,36,13,1
vleier,15,3,1
vleierij,43,1,0
vlek,295,258,0
vlerk,19,3,0
vleug,3,1,0
vleugelklep,0,4,0
vleugelpiano,3,1,1
vleugelslag,4,1,0
vleugelspeler,7,4,1
vlieg,486,173,0
vliegdekschip,33,24,0
vliegdemonstratie,2,1,1
vliegenier,16,9,1
vliegenvanger,4,1,1
vlieger,165,53,1
vliegkampschip,6,2,0
vliegkunst,4,1,0
vliegles,0,8,0
vliegmachine,14,5,1
vliegplan,6,1,0
vliegramp,14,2,0
vliegreis,7,4,0
vliegroute,9,4,1
vliegtuig,3930,808,0
vliegtuigbom,0,1,0
vliegtuigkaper,0,3,1
vliegtuigkaping,4,1,0
vliegtuigmotor,8,1,0
vliegtuigonderdeel,0,3,0
vliegtuigongeluk,62,6,0
vliegtuigpassagier,3,2,1
vliegtuigramp,6,1,0
vliegtuigtype,0,1,1
vlieguur,0,11,0
vliegveld,1402,72,0
vlierbes,0,2,0
vlies,83,48,0
vlinder,268,141,1
vlinderdas,9,1,0
vlo,31,86,0
vloedgolf,86,21,0
vloedlicht,0,1,0
vloei,5,1,0
vloeistof,234,30,0
vloeitje,1,15,1
vloek,783,1,0
vloekwoord,5,4,0
