word,f_ev,f_mv,s_prop
vloer,1383,108,0
vloerbedekking,37,1,0
vloerkleed,22,2,0
vloermat,1,3,0
vloerplank,0,8,0
vlok,2,14,0
vlooienmarkt,36,2,0
vloot,556,7,0
vlooteenheid,0,2,0
vlot,71,10,0
vlotter,1,1,1
vlucht,2752,473,0
vluchteling,109,288,0
vluchtelingenkamp,32,12,0
vluchtleider,13,1,1
vluchtschema,10,1,1
vluchtweg,18,15,0
vluggertje,83,11,1
vocaal,0,6,0
vocht,507,2,0
vochtigheid,50,1,0
vod,60,81,0
voddenraper,4,1,1
voeder,20,1,1
voederbak,5,1,0
voedergewas,0,1,0
voeding,109,2,0
voedingsmiddel,2,7,0
voedingspatroon,0,2,0
voedingsstof,9,31,0
voedingssupplement,0,6,0
voedselbehoefte,0,1,1
voedselbon,5,23,0
voedselbron,2,3,0
voedselketen,51,4,1
voedseloffer,0,1,1
voedselpakket,1,3,0
voedselrantsoen,1,2,0
voedselreserve,0,1,1
voedseltekort,8,6,0
voedselvoorraad,13,11,0
voedster,54,7,1
voeg,4,23,0
voeler,1,3,1
voelhoorn,0,2,1
voelspriet,3,19,0
voering,30,2,0
voertuig,492,157,0
voet,2220,2491,0
voetje,50,65,1
voetangel,0,2,1
voetbalclub,9,1,1
voetballer,57,23,1
voetbalmatch,4,1,0
voetbalschoen,1,8,0
voetbalspeler,6,2,1
voetbaluitslag,2,2,0
voetbalveld,32,2,0
voetbalwedstrijd,58,6,0
voetboei,0,2,0
voetganger,17,30,1
voetknecht,0,2,0
voetnoot,14,4,0
voetpad,30,3,0
voetpedaal,1,1,0
voetspoor,9,118,0
voetstap,11,135,0
voetstuk,58,1,0
voetveeg,23,3,0
voetzoeker,16,12,1
voetzool,1,8,0
vogel,1313,1026,1
vogelaar,6,1,1
vogelkenner,1,1,1
vogelkers,0,1,0
vogelspin,9,3,0
vogelverschrikker,61,14,1
voile,2,1,1
voldoende,15,4,1
volgauto,3,3,1
volgeling,53,198,0
volger,19,17,1
volgnummer,1,1,1
volgstation,1,3,1
volgwagen,0,3,1
volhouder,23,4,1
volière,2,1,1
volksaard,1,1,0
volksbuurt,1,1,0
volkscommissaris,0,1,0
volksfeest,0,1,0
volksgenote,0,5,0
volkslied,59,2,0
volksmenner,4,2,1
volksstam,2,3,0
volkstelling,33,3,0
volkstribuun,0,1,0
volksverhaal,4,9,0
volksvertegenwoordiger,9,3,1
volkszanger,0,1,1
volley,10,3,1
volmacht,86,3,0
voltage,27,2,1
voltreffer,63,6,1
volume,111,6,1
volzin,2,2,0
vondeling,16,2,0
vondst,170,31,0
vonk,97,59,0
vonnis,326,8,0
voogd,118,8,0
voogdes,0,1,0
voor,0,10,1
voorafje,20,8,1
voorarm,2,3,0
voorband,10,3,0
voorbarigheid,0,1,0
voorbeeld,1205,93,0
voorbeeldfunctie,4,1,1
voorbehoedmiddel,3,5,0
voorbereiding,215,163,0
voorbestemming,9,1,0
voorbijganger,30,28,1
voordeel,920,304,0
voordeeltje,6,12,1
voordeur,549,3,0
voordracht,75,8,0
voorganger,128,50,1
voorgerecht,58,10,0
voorgevel,32,1,1
voorgevoel,273,18,0
voorhamer,16,2,1
voorhoofd,342,4,0
voorhoofdsholte,0,1,1
voorhuid,27,3,0
vooringenomenheid,7,1,0
voorkamer,25,1,1
voorkant,372,2,0
voorkeur,408,27,0
voorkeursbehandeling,21,2,0
voorkomen,0,2,1
voorletter,2,1,1
voorlichtingsfilm,3,1,1
voorliefde,38,2,1
voorloper,11,4,1
voorman,121,2,0
voornaam,429,22,0
voornaamwoord,4,3,0
voornemen,40,32,1
vooronderstelling,6,1,0
vooronderzoek,29,1,0
vooroordeel,41,127,0
voorouder,30,309,1
voorpagina,244,29,1
voorpoot,4,13,0
voorpost,13,3,0
voorraad,415,286,0
voorraadkamer,53,6,1
voorraadkast,23,2,0
voorrecht,213,39,0
voorruit,129,2,0
voorschot,263,8,0
voorschrift,58,106,0
voorspeller,14,3,1
voorspelling,302,98,0
voorspiegeling,0,1,0
voorstad,33,31,0
voorstander,72,14,1
voorsteek,0,1,0
voorstel,1223,144,0
voorstelling,547,47,0
voorsteven,1,1,1
voortand,6,15,0
voortbrengsel,5,1,0
voortgangsrapport,2,4,0
voortplantingscel,0,1,0
voortplantingsorgaan,2,7,0
voortstuwingssysteem,1,1,0
voortuin,65,1,0
voortvloeisel,0,1,1
vooruitgang,656,7,0
vooruitzicht,127,95,0
voorval,199,44,0
voorvechter,13,1,1
voorverkiezing,4,9,0
voorvinger,0,1,1
voorwerp,322,267,0
voorwiel,16,3,0
voorzeil,4,2,0
voorzet,39,2,0
voorziening,17,72,0
voorzitster,42,2,1
voorzitter,831,11,1
voorzorg,112,31,0
voorzorgsmaatregel,60,93,0
vordering,22,121,0
vork,227,49,0
vorkheftruck,16,1,1
vorm,1708,428,0
vormelijkheid,0,1,0
vormfout,17,6,0
vormgever,1,3,1
vorming,23,2,0
vormverandering,0,1,0
vors,0,1,0
vorst,170,37,0
vorstendom,1,1,0
vorstenhuis,2,2,0
vorstin,27,1,0
vos,252,53,0
vossenhol,0,2,0
voucher,1,5,1
vouw,50,1,0
vouwdeur,0,1,0
vouwmachine,0,1,1
voyeur,32,3,1
vraagstuk,30,10,0
vraagteken,33,32,1
vracht,227,5,0
vrachtauto,88,31,1
vrachtbrief,21,8,0
vrachtprijs,1,2,0
vrachtrijder,4,6,1
vrachtruimte,6,3,1
vrachtschip,111,17,0
vrachttarief,0,1,0
vrachtvliegtuig,10,2,0
vrachtwagen,752,183,1
vrachtwagenchauffeur,45,16,1
vragenlijst,42,5,0
vrager,0,1,1
vrede,2795,7,1
vredesconferentie,22,1,1
vredesduif,6,1,0
vredesinitiatief,2,2,0
vredesonderhandeling,2,12,0
vredesplan,4,1,0
vredestichter,40,52,1
vredesverdrag,38,3,0
vredesvoorstel,12,1,0
vredesvoorwaarde,0,2,0
vreemdeling,455,236,0
vreetpartij,3,1,0
vreetzak,4,1,0
vrek,59,4,0
vreter,1,1,1
vreugd,43,3,0
vreugdekreet,0,1,0
vreugdetraan,0,2,0
vriend,21480,1,1
vriendelijkheid,178,3,0
vriendendienst,20,3,0
vriendin,7587,893,0
vriendschap,1079,43,0
vriendschapsband,12,4,0
vrieskist,26,1,0
vriezer,181,10,1
vrijbuiter,10,8,1
vrijdagavond,310,6,0
vrijdenker,4,2,1
vrijer,22,21,1
vrijgelatene,0,4,0
vrijgezel,441,84,0
vrijheid,2296,52,0
vrijheidsstrijder,23,37,1
vrijkaart,2,2,0
vrijlating,296,1,0
vrijpostigheid,6,1,0
vrijstelling,34,3,0
vrijster,59,9,1
vrijwaring,14,4,0
vrijwilliger,248,280,1
vrijwilligster,19,7,1
vrind,24,3,0
vroedvrouw,43,9,0
vrolijkheid,54,1,0
vrouwenblad,6,2,0
vrouwenborst,2,5,0
vrouwengevangenis,14,3,0
vrouwenhand,13,3,0
vrouwenhater,8,2,1
vrouwenhuis,0,1,0
vrouwenjager,10,1,1
vrouwenkont,1,1,0
vrouwenlichaam,14,5,0
vrouwennaam,6,2,0
vrouwenorganisatie,0,2,1
vrouwenprobleem,1,10,0
vrouwenrol,4,4,0
vrouwenschoen,1,1,0
vrouwenstudie,2,3,1
vrouwentijdschrift,0,3,0
vrouwenvinger,0,1,1
vrouwenzaak,4,3,0
vrouwtje,600,247,1
vrucht,134,152,0
vruchtbaarheid,38,1,1
vruchtbaarheidsgod,1,1,0
vruchtbaarheidsrite,0,3,0
vruchtboom,0,2,0
vruchtencake,4,1,1
vruchtensap,33,3,0
vruchtenslaatje,0,1,1
vróuw,0,1,0
vuilak,46,12,0
vuilbak,17,4,0
vuilbek,5,2,0
vuilnisbak,224,73,0
vuilnisbelt,109,6,0
vuilnisemmer,11,5,1
vuilniskar,2,1,0
vuilnisman,52,15,0
vuilniswagen,16,7,1
vuilniszak,57,45,0
vuilspeler,0,1,1
vuiltje,22,1,1
vuist,295,130,0
vuistje,15,4,1
vuistregel,7,1,1
vuistslag,11,6,0
vulkaan,200,66,0
vulling,105,27,0
vulpen,24,4,0
vunzigheid,10,2,0
vuuraanbidder,0,1,1
vuurbal,79,14,0
vuurbol,3,1,0
vuurgevecht,163,23,0
vuurkogel,1,1,1
vuurlinie,47,4,1
vuurmond,1,2,0
vuurpeloton,91,3,1
vuurpijl,45,38,0
vuurschip,0,2,0
vuursignaal,5,1,0
vuurstoot,0,2,0
vuurtje,426,10,1
vuurtoren,145,14,1
vuurtorenwachter,20,5,1
vuurvlieg,8,4,0
vuurvliegje,5,36,1
vuurvreter,5,8,1
vuurwapen,125,138,1
vuurwerk,313,1,0
vélocipède,0,1,1
w,153,2,1
waag,1,99,0
waaghals,16,11,0
waaier,45,6,1
waakhond,74,29,0
waakvlam,11,1,0
waan,52,24,0
waandenkbeeld,3,9,0
waanidee,29,81,0
waanvoorstelling,24,46,0
waanzinnige,0,3,0
waarborg,26,2,0
waard,7,272,0
waarde,1100,10,1
waardebepaling,2,1,0
waardebon,6,8,0
waardepapier,1,6,0
waardepunt,0,1,0
waardering,217,1,0
waardigheid,410,1,0
waarheid,8282,69,0
waarheidsserum,27,1,1
waarnemer,74,23,1
waarneming,60,48,0
waarom,14,3,1
waarschijnlijkheid,44,2,0
waarschuwing,955,67,0
waarschuwingsbord,0,2,0
waarschuwingsschot,24,10,0
waarschuwingssignaal,6,1,0
waarschuwingsteken,0,4,1
waarzegger,38,16,1
wacht,1097,35,0
wachtcommandant,17,1,0
wachtdienst,15,3,0
wachter,60,219,1
wachthuisje,2,2,1
wachtkamer,93,4,1
wachtlijst,62,1,0
wachtpost,33,47,0
wachtschip,1,1,0
wachttijd,34,7,0
wachttoren,17,11,1
wachtwoord,392,27,0
wad,3,1,0
wafel,59,106,1
wafelijzer,11,1,1
waffel,45,1,1
wagen,3129,515,1
wagenmenner,2,2,1
wagenspoor,0,3,0
wagon,151,60,1
wagonlading,3,3,0
waker,21,2,1
wal,277,45,0
walletje,1,27,1
walgelijkheid,3,2,0
walker,1,4,1
walkie-talkie,0,14,1
walkman,41,2,1
walmuur,0,2,0
walnoot,31,22,0
walrus,35,6,0
wals,87,36,0
walvis,325,222,0
walvisjager,8,11,1
walvisvaarder,19,9,1
wanbetaler,4,5,1
wanbetaling,5,1,0
wand,141,61,0
wandaad,15,25,0
wandelaar,24,19,1
wandelaarster,1,1,1
wandelgang,0,12,0
wandeling,367,42,0
wandelschoen,1,11,0
wandelstok,34,1,0
wandelwagen,11,2,1
wandkleed,2,3,0
wandlamp,0,3,0
wandluis,1,6,0
wandtapijt,2,7,0
wangetje,1,14,1
wangedrocht,7,2,0
wangzak,0,1,0
wanhoopsdaad,17,2,0
wanklank,1,3,0
wanprestatie,1,2,1
wanschepsel,0,1,1
want,5,89,0
wantoestand,0,4,0
wants,0,1,0
wapenbeeld,0,1,0
wapenbroeder,12,15,1
wapenfabriek,14,2,0
wapenfabrikant,12,6,0
wapenfeit,7,9,0
wapenmagazijn,5,1,0
wapenrusting,14,2,0
wapenschild,9,1,0
wapensmid,20,2,0
wapenstilstand,178,2,0
wapenstok,15,2,0
wapenvergunning,15,2,0
wapiti,0,2,1
war,80,2,0
warenhuis,150,16,0
warhoofd,17,1,0
warmer,0,1,1
warmtebron,4,10,0
warmtefront,0,1,0
warmtelamp,0,1,0
warmtewisselaar,4,1,1
was,309,1,0
wasbak,52,6,0
wasbeer,67,34,0
wasbeurt,21,1,0
wasdroger,6,1,1
washandje,24,4,1
wasknijper,1,3,1
waslijn,22,1,0
wasmachine,94,20,1
wasmand,38,2,0
wasmiddel,17,4,0
wasserette,112,12,1
wasserij,117,3,0
wasstraat,21,1,0
wastafel,39,4,1
wastobbe,3,2,1
wasvoorschrift,0,3,0
wasvrouw,17,4,0
waszak,4,1,0
waterballet,5,1,0
waterbed,36,7,0
waterbel,0,1,0
waterbron,21,11,0
waterbuffel,14,2,1
waterbuis,2,1,0
waterdief,0,1,0
waterdier,1,3,0
waterdruppel,1,7,1
waterfiets,1,2,0
waterfilter,3,1,1
waterfles,1,2,0
watergebied,2,1,0
watergeest,1,3,0
waterglas,3,1,0
watergod,2,1,0
watergolf,0,4,0
waterhoen,0,1,0
waterkan,3,1,0
waterkanon,6,2,0
waterkrachtcentrale,3,1,1
waterkruik,1,2,0
waterleiding,65,9,0
waterlelie,3,8,1
waterloop,2,2,0
watermeloen,36,23,0
watermerk,13,1,0
watermeter,0,1,1
watermonster,11,4,1
waterpijp,21,2,0
waterpistool,24,10,0
waterplant,0,5,0
waterplas,4,1,0
waterpoel,9,4,0
waterpomp,11,5,0
waterput,29,4,0
waterrecht,0,3,0
watersalamander,11,3,1
waterschap,4,2,0
waterschot,0,1,0
waterski,0,2,1
waterskiër,1,2,1
waterslang,7,3,0
waterspiegel,5,1,1
watersporter,1,3,1
waterspuwer,13,9,1
waterstand,3,1,0
waterstofatoom,0,2,0
waterstofbom,20,3,0
waterstofkern,0,1,0
waterstraal,4,5,0
waterstroom,3,4,0
watertank,26,8,1
watertoren,6,2,1
waterval,174,38,0
watervat,0,2,0
watervliegtuig,16,2,0
watervogel,0,5,1
waterweg,2,4,0
waterzak,7,1,0
watje,724,130,1
watt,17,2,1
wattenstaafje,17,9,1
wauwelaar,1,1,1
web,195,18,0
wed,36,29,0
weddenschap,474,98,0
wedder,0,1,1
wede,0,1,0
wederopstanding,74,2,0
wederwaardigheid,0,1,0
wedren,10,7,0
wedstrijd,3163,417,0
weduwe,524,84,0
wee,75,120,0
weefgetouw,6,1,0
weefsel,274,19,1
weefselmonster,3,19,1
weefster,2,1,1
weegschaal,80,7,0
weekje,100,8,1
weekblad,11,10,0
weekdag,3,4,0
weekdier,10,1,0
weekeind,11,14,0
weekeinde,56,1,1
weekenddienst,4,1,0
weekender,0,2,1
weekendtas,13,1,0
weekrapport,0,1,0
weerballon,16,2,0
weerbericht,109,9,0
weergave,37,2,0
weergod,0,1,0
weerkaart,4,1,0
weerkaatsing,6,1,0
weerkundige,0,1,0
weerman,77,7,0
weeroverzicht,1,1,0
weerspiegeling,63,5,0
weerstand,259,3,0
weersverandering,3,4,0
weersverwachting,5,1,0
weervoorspeller,0,1,1
weerwolf,192,78,0
wees,55,3,0
weeshuis,290,12,0
weeskind,30,31,0
weetje,411,6,1
weg,8522,802,0
wegenbouwer,0,1,1
wegenkaart,15,7,0
wegenwacht,35,1,0
weggebruiker,0,3,1
weggeefprijs,0,2,0
weggevertje,7,6,1
wegloper,29,21,1
wegpiraat,10,13,0
wegrestaurant,35,1,1
wegversperring,81,62,0
wegwerker,2,6,1
wegwerpartikel,2,1,0
wegwerpluier,0,2,1
wegwijzer,19,7,1
wei,101,2,0
weide,55,85,0
weidegrond,7,2,0
weideveld,0,1,0
weifelaar,1,1,1
weigeraar,2,2,1
weigering,60,4,0
weiland,43,13,0
wekker,154,2,1
wekkerradio,14,4,1
wel,11,3,1
weldaad,7,7,0
weldoener,82,27,1
wellust,42,1,0
welp,32,37,0
welput,0,1,0
weltergewicht,12,6,0
welving,3,1,0
welzijnswerker,4,3,1
wem,1,2,0
wen,1,2,0
wending,88,15,0
wener,1,2,1
wenk,17,24,0
wenkbrauw,40,164,0
wenkbrauwboog,0,3,0
wens,1495,652,0
wensdroom,11,2,0
wenskaart,4,15,0
wenteling,4,1,0
wentelteefje,2,14,1
wenteltrap,8,3,0
wereldje,156,1,1
wereldbeeld,18,1,0
wereldbol,12,1,0
wereldburger,9,1,1
werelddeel,10,9,0
wereldgebeurtenis,0,3,0
wereldgodsdienst,0,1,0
wereldkaart,5,1,0
wereldkampioen,178,8,0
wereldkampioenschap,27,12,0
wereldmacht,14,2,0
wereldoorlog,132,11,0
wereldprobleem,0,8,0
wereldreis,30,2,0
wereldreiziger,9,2,1
wereldreligie,5,2,1
wereldrijk,12,4,0
wereldtaal,2,3,0
wereldverbeteraar,1,5,1
wereldwonder,20,8,0
wereldzee,0,5,0
werf,57,5,0
werkje,46,7,1
werkbij,7,3,0
werkblad,5,4,0
werkbriefje,3,1,1
werkcollege,3,1,1
werkdag,94,24,0
werkelijkheid,665,5,0
werker,182,122,1
werkezel,0,2,1
werkgeefster,7,1,1
werkgever,209,58,1
werkgroep,23,3,0
werkhuis,4,6,0
werking,360,1,0
werkkamer,67,1,1
werkkamp,47,21,0
werkkracht,9,9,0
werklamp,1,3,0
werkmethode,3,2,1
werkmier,0,2,0
werkneemster,22,1,1
werknemer,272,360,1
werkpaard,12,3,0
werkpak,1,2,0
werkplaats,164,12,0
werkplek,51,5,0
werkploeg,4,1,0
werkprogramma,2,1,1
werkrooster,5,3,1
werkruimte,13,1,1
werkschema,13,1,1
werkschoen,1,12,0
werkster,181,8,1
werkstuk,82,9,0
werkterrein,22,1,0
werktijd,80,26,0
werktuig,120,32,0
werkuur,1,16,0
werkvergunning,33,5,0
werkweigeraar,0,1,1
werkwijze,151,3,0
werkwoord,42,22,0
werkzoekende,4,1,0
werper,62,11,1
wervel,42,25,1
wervelboog,0,1,0
werveling,5,2,0
wervelkolom,31,1,0
wervelstorm,24,3,0
wervelwind,40,2,0
werver,1,2,1
wesp,27,14,0
wespennest,13,1,0
westenwind,7,2,0
westerling,12,32,0
western,62,28,1
westgrens,0,1,0
wet,3426,789,0
wetboek,48,14,0
wetenschap,1012,75,0
wetenschapper,532,460,1
wetenschapsadviseur,3,2,1
wetenschapsfilosofie,1,1,0
wetenschapskring,0,1,0
wetenschapsmens,0,1,0
wetenswaardigheid,0,3,0
wetgever,17,12,1
wethouder,92,8,1
wetmatigheid,1,1,0
wetsontwerp,7,1,0
wetsovertreder,4,1,1
wetsovertreding,5,2,0
wetstekst,0,1,0
wetsvoorstel,78,6,0
wettekst,0,1,0
wettelijkheid,4,1,0
wever,7,11,1
weverij,3,1,0
wezel,90,23,1
wezen,675,998,1
whisky,1180,21,1
wicht,100,4,0
wieg,169,5,0
wiek,1,15,0
wiel,299,280,0
wielblok,0,1,0
wieldop,5,14,0
wielewaal,0,1,0
wielkast,3,1,0
wielrenner,16,7,1
wieltje,10,22,1
wierookwolk,0,1,0
wig,23,2,0
wigwam,13,3,1
wijdbal,0,1,0
wijf,953,385,0
wijfje,94,67,1
wijfie,2,3,1
wijk,400,94,0
wijkagent,22,2,0
wijn,2641,45,0
wijntje,65,5,1
wijnbes,0,1,0
wijnboer,7,2,0
wijnfles,9,3,0
wijngaard,80,18,0
wijnglas,6,14,0
wijnhuis,1,1,0
wijnjaar,2,1,0
wijnkelder,60,1,1
wijnkenner,7,1,1
wijnkoeler,9,3,1
wijnland,1,1,0
wijnproef,0,3,0
wijnrank,7,7,0
wijnrek,1,1,0
wijnstok,24,8,0
wijnvlek,6,2,0
wijsheid,448,14,0
wijsje,27,8,1
wijsneus,209,21,0
wijsvinger,32,2,1
wijze,1085,71,0
wijzer,41,22,1
wijzerplaat,9,2,0
wijziging,72,89,0
wijzing,0,1,0
wikkel,14,9,1
wilde,0,15,0
wildebras,29,3,0
wildeman,19,4,0
wilg,6,22,0
wilsbeschikking,5,1,0
wimpel,26,3,1
wimper,10,34,1
wind,2003,64,0
windas,0,1,0
windhond,2,3,0
windjack,13,4,1
windkracht,10,1,0
windmolen,40,26,1
windorgel,0,2,1
windrichting,9,3,0
windscherm,9,1,0
windsel,0,5,1
windsnelheid,29,9,0
windstoot,5,16,0
windstreek,2,13,0
windsurfer,1,1,1
windvanger,0,1,1
windvlaag,19,6,0
winkel,2845,347,1
winkeldief,13,8,0
winkelier,65,37,1
winkeljongen,2,1,1
winkelketen,12,4,1
winkelmeisje,9,3,1
winkelpromenade,0,1,1
winkelruit,1,1,0
winkelstraat,7,2,0
winkeltje,64,5,1
winkelwagen,7,1,1
winnaar,1032,256,1
winnares,34,1,0
winner,17,2,1
winst,945,52,0
winstaandeel,1,1,0
winstcijfer,0,2,1
winstkans,0,4,0
winstpunt,0,1,0
winter,932,32,1
winterappel,0,1,1
winteravond,8,2,0
winterband,0,4,0
winterjas,12,3,0
winterkoninkje,3,1,1
wintermaand,0,3,0
winternacht,5,1,0
winterverblijf,3,1,0
wintervoorraad,2,1,0
wip,266,6,0
wipper,1,2,1
wipwap,1,1,1
wiskundecijfer,1,4,1
wiskundeprofessor,1,1,1
wissel,90,12,1
wisselaar,27,7,1
wisseling,27,6,0
wisselkantoor,6,2,0
wisselstuk,0,1,0
wisselwachter,0,1,1
wisser,4,7,1
witkop,5,1,0
witmaker,1,1,1
witvis,3,3,0
wodka,501,8,1
woedeaanval,31,22,0
woekeraar,32,24,1
woekerprijs,0,2,0
woekerrente,2,1,1
woelmuis,0,1,0
woensdagavond,60,5,0
woesteling,24,8,0
woestenij,68,1,0
woestijn,1213,33,0
woestijnnacht,1,1,0
woestijnrat,9,13,0
woestijnwind,3,1,0
wolf,767,386,0
wolk,231,523,0
wolkje,37,7,1
wolkbreuk,7,1,0
wolkenflard,0,2,0
wolkenformatie,1,2,1
wolkenkrabber,24,41,1
wolkenveld,0,4,0
wond,543,573,0
wonderkind,68,4,0
wonderteken,0,3,0
woning,553,65,0
woonboot,42,1,0
wooneenheid,2,1,0
woongebied,8,2,0
woonhuis,17,3,0
woonkamer,424,9,1
woonkazerne,0,1,1
woonlaag,0,1,0
woonplaats,76,2,0
woonstede,2,1,0
woonvertrek,1,1,0
woonwagen,39,4,1
woonwijk,27,11,0
woord,5605,4956,0
woordje,245,64,1
woordassociatie,1,1,1
woordenboek,153,9,0
woordenlijst,2,1,0
woordenstroom,2,1,0
woordraadsel,3,2,1
woordspeling,25,10,0
woordvoerder,94,12,1
woordvorm,0,1,0
workaholic,33,2,1
workshop,47,9,1
wormgat,208,70,0
worp,289,36,0
worst,381,38,0
worstelaar,42,12,1
worsteling,88,1,0
worstelwedstrijd,2,1,0
wortelboom,0,2,0
wortelgewas,0,1,0
wortelstelsel,0,1,1
wortelstok,0,1,0
woudloper,4,1,1
wout,4,12,0
wraakactie,25,10,1
wraakgevoel,1,24,0
wraakoefening,6,1,0
wrak,406,27,0
wrakgoed,1,1,0
wrakstuk,1,29,0
wrat,36,51,0
wreedaard,3,2,1
wreedheid,156,75,0
wreef,4,1,0
wreker,27,1,1
wrijving,50,10,0
wurging,32,3,0
wurgstokje,0,3,1
wurm,13,1,0
wét,0,1,0
x,223,2,1
yam,1,10,1
yank,65,25,1
yankee,46,83,1
yard,34,70,1
yen,24,10,1
yeti,6,2,1
yoga-oefening,0,1,0
yogi,4,3,1
z,350,146,0
zaad,234,98,0
zaadbol,0,1,0
zaadcel,6,12,0
zaadlozing,7,4,0
zaagblad,8,1,0
zaagmolen,1,1,1
zaaier,1,1,1
zaailing,2,3,0
zaak,10459,7904,0
zaakje,289,330,1
zaakwaarnemer,23,1,1
zaal,667,61,0
zaalwachter,3,6,1
zadel,284,17,1
zadelriem,1,1,0
zadeltas,17,11,0
zagerij,29,2,0
zak,4224,759,0
zakboekje,0,1,1
zakcent,0,1,0
zakdoek,215,45,0
zakenbelang,0,2,0
zakendiner,14,3,1
zakengeheim,1,1,0
zakenjongen,0,1,1
zakenlunch,9,4,1
zakenmens,0,39,0
zakenpand,0,1,0
zakenpartner,89,51,1
zakenreis,122,3,0
zakenrelatie,20,17,1
zakenvriend,0,2,0
zakenvrouw,37,2,0
zakkam,0,1,0
zakkenroller,23,13,1
zakkenvuller,3,3,1
zakkenwasser,68,9,1
zaklamp,222,35,0
zaklantaarn,112,20,1
zakmes,45,2,0
zalf,63,4,0
zaligheid,31,1,0
zalm,211,14,0
zalmvisser,0,1,1
zalving,5,1,0
zand,844,1,0
zandbak,33,3,0
zandbank,19,5,0
zandhaas,6,6,0
zandhapper,0,3,1
zandkasteel,12,4,0
zandkoekje,0,2,1
zandkorrel,12,6,1
zandloper,44,1,1
zandoogje,0,1,1
zandplaat,0,1,0
zandstorm,45,9,0
zandstrand,1,2,0
zandtaartje,1,2,1
zandvlakte,4,1,0
zandvlo,0,1,0
zandweg,17,5,0
zandzak,9,23,0
zang,71,1,0
zanger,272,76,1
zangeres,255,20,0
zangkunst,3,2,0
zangles,15,8,0
zangnummer,0,1,1
zangstem,7,2,0
zangvogel,13,7,1
zaniker,0,1,1
zaterdag,7,1,0
zaterdagavond,258,9,0
zaterdagmiddag,34,2,0
zaterdagochtend,54,1,0
zatladder,1,1,1
zebra,64,39,1
zebrapad,9,1,0
zebrastreep,0,1,0
zedendelict,10,5,0
zedendelinquent,12,8,0
zedenmisdrijf,8,3,0
zedenpreek,7,7,0
zedenwet,1,1,0
zee,2924,158,0
zeeanemoon,0,2,0
zeearend,7,1,0
zeebarbeel,1,1,0
zeebodem,64,1,1
zeebonk,5,3,0
zeecadet,0,1,0
zeedier,9,10,0
zeef,25,11,0
zeegezicht,1,1,0
zeegod,1,1,0
zeegolf,0,2,0
zeehaven,2,1,1
zeehond,23,22,0
zeehondenjager,0,1,1
zeekaart,3,5,0
zeekoe,7,1,0
zeeleeuw,10,22,0
zeemansgraf,13,1,0
zeemansknoop,1,2,0
zeemanskunst,0,1,0
zeemeermin,115,17,0
zeemeeuw,21,20,0
zeemijl,5,13,0
zeemijn,2,1,0
zeemogendheid,0,1,0
zeemonster,26,15,1
zeeolifant,1,2,0
zeeorganisme,0,1,0
zeeotter,2,1,1
zeep,622,4,0
zeepaardje,6,4,1
zeepbel,25,8,0
zeepdoos,0,1,0
zeepje,6,16,1
zeepok,0,4,0
zeereis,14,1,0
zeerob,2,5,0
zeerot,3,1,0
zeeroute,4,1,1
zeerover,6,8,1
zeeschelp,2,7,0
zeeschildpad,0,10,0
zeeslag,11,4,0
zeeslak,5,2,0
zeeslang,13,4,0
zeespiegel,20,2,1
zeester,15,9,0
zeestroming,0,3,0
zeestroom,0,1,0
zeetje,0,1,1
zeevaarder,1,7,1
zeevis,4,1,0
zeevogel,1,4,1
zeewezen,1,5,1
zeewind,7,1,0
zeezoogdier,1,3,0
zeeëgel,1,1,1
zege,200,16,1
zegel,186,69,1
zegelring,8,2,0
zegening,57,56,0
zegenwens,0,1,0
zegetocht,4,1,0
zegge,0,2,0
zegger,0,3,1
zegswijze,9,2,0
zeiker,2,1,1
zeikerd,109,18,1
zeil,276,102,0
zeilboot,60,11,0
zeiler,14,6,1
zeilmaker,4,1,1
zeilschip,13,5,0
zeis,24,1,0
zekerheid,776,26,0
zekering,44,32,0
zeldzaamheid,11,1,0
zelfmoord,2698,39,0
zelfmoordactie,13,1,1
zelfmoordcommando,5,3,1
zelfmoordenaar,20,25,1
zelfmoordmissie,30,2,1
zelfmoordneiging,3,57,0
zelfmoordpiloot,0,1,0
zelfmoordpoging,74,19,0
zelfonderzoek,4,1,0
zelfportret,20,3,0
zelfstandige,3,4,0
zeloot,4,11,0
zendeling,16,13,0
zender,637,139,1
zending,160,20,0
zendmast,11,1,0
zenuw,90,715,0
zenuwaandoening,1,2,0
zenuwbeschadiging,5,1,0
zenuwcel,1,13,0
zenuwcentrum,18,2,0
zenuwgas,42,2,0
zenuwimpuls,0,3,0
zenuwinzinking,87,7,0
zenuwknoop,1,1,0
zenuwlijder,6,1,1
zenuwpees,8,1,0
zenuwpijn,3,1,0
zenuwpil,0,1,0
zenuwstelsel,90,2,1
zenuwtablet,0,1,0
zenuwuiteinde,0,9,0
zenuwweefsel,4,1,1
zeperd,4,3,1
zeppelin,38,12,1
zerk,7,2,0
zero,0,5,1
zes,50,42,0
zestiger,0,3,1
zet,206,8,0
zetel,131,42,1
zetpil,10,4,0
zetting,7,1,0
zeug,52,4,0
zeur,30,2,0
zeurkous,15,1,0
zeurpiet,32,7,0
zeven,44,24,1
zeveraar,9,3,1
zicht,1025,1,0
zieke,1,87,0
ziekenbroeder,7,2,1
ziekenhuis,4782,294,0
ziekenhuisbed,17,4,0
ziekenhuisopname,3,1,1
ziekenhuisvoorziening,0,1,0
